股票代码,股票名称,最新价,今日涨跌额,今日主力净流入净额,今日主力净流入净占比,今日超大单净流入净额,今日超大单净流入净占比,今日大单净流入净额,今日大单净流入净占比,今日中单净流入净额,今日中单净流入净占比,今日小单净流入净额,今日小单净流入净占比
002156,通富微电,24.2,9.95,927771264.0,23.87,1061478368.0,27.31,-133707104.0,-3.44,-507233920.0,-13.05,-420537344.0,-10.82
300496,中科创达,93.4,11.92,342651329.0,19.37,132719249.0,7.5,209932080.0,11.87,-187569920.0,-10.6,-155081392.0,-8.77
601138,工业富联,17.44,3.87,276073648.0,8.3,440253568.0,13.24,-164179920.0,-4.94,-276323184.0,-8.31,249520.0,0.01
002558,巨人网络,18.63,9.98,255118880.0,15.7,267403984.0,16.45,-12285104.0,-0.76,-129386288.0,-7.96,-125732612.0,-7.74
688012,中微公司,170.62,3.7,198571491.0,12.84,88083059.0,5.69,110488432.0,7.14,-83951392.0,-5.43,-114620112.0,-7.41
300113,顺网科技,17.59,19.99,194768247.0,20.79,190934725.0,20.38,3833522.0,0.41,-86507600.0,-9.23,-108260644.0,-11.55
000938,紫光股份,31.15,6.02,190983904.0,7.5,254333296.0,9.99,-63349392.0,-2.49,-91671376.0,-3.6,-99312528.0,-3.9
000100,TCL科技,3.68,4.55,189780529.0,18.72,54502791.0,5.38,135277738.0,13.34,-74874404.0,-7.39,-114906120.0,-11.33
603444,吉比特,526.89,6.84,183633892.0,21.63,92774525.0,10.93,90859367.0,10.7,-183191920.0,-21.58,-441979.0,-0.05
300002,神州泰岳,12.82,14.36,162601088.0,8.43,126267984.0,6.55,36333104.0,1.88,-55345488.0,-2.87,-107255616.0,-5.56
600021,上海电力,11.6,6.62,151704947.0,12.55,80648419.0,6.67,71056528.0,5.88,-54534544.0,-4.51,-97170400.0,-8.04
600103,青山纸业,2.78,9.88,147339928.0,30.7,171385677.0,35.72,-24045749.0,-5.01,-60493450.0,-12.61,-86846479.0,-18.1
000600,建投能源,7.63,9.94,129343685.0,30.8,136913701.0,32.6,-7570016.0,-1.8,-51466809.0,-12.26,-77876876.0,-18.55
600028,中国石化,6.46,4.53,124671807.0,12.93,-15203825.0,-1.58,139875632.0,14.5,-73836596.0,-7.66,-50835220.0,-5.27
688981,中芯国际,52.83,1.99,116404429.0,7.29,95960061.0,6.01,20444368.0,1.28,-85468512.0,-5.35,-30935925.0,-1.94
601225,陕西煤业,17.54,-2.18,112342330.0,13.97,68890042.0,8.57,43452288.0,5.41,-32529447.0,-4.05,-79812883.0,-9.93
002555,三七互娱,30.11,5.54,110479600.0,6.17,-7586704.0,-0.42,118066304.0,6.59,-53364656.0,-2.98,-57114944.0,-3.19
600795,国电电力,4.18,4.5,110030624.0,10.0,83980816.0,7.63,26049808.0,2.37,-49715128.0,-4.52,-60315489.0,-5.48
603211,晋拓股份,17.01,10.03,108882016.0,31.18,112862133.0,32.32,-3980117.0,-1.14,-52270143.0,-14.97,-56611874.0,-16.21
300913,兆龙互连,37.25,14.51,104481081.0,14.07,160746771.0,21.64,-56265690.0,-7.58,-67919989.0,-9.15,-36561093.0,-4.92
603662,柯力传感,29.63,9.99,100330460.0,8.58,123338311.0,10.55,-23007851.0,-1.97,-61888624.0,-5.29,-38441824.0,-3.29
002605,姚记科技,35.29,10.01,99970626.0,15.88,34445803.0,5.47,65524823.0,10.41,552492.0,0.09,-100523118.0,-15.97
300394,天孚通信,76.5,11.24,97575840.0,4.91,105710624.0,5.32,-8134784.0,-0.41,-10317344.0,-0.52,-87258480.0,-4.39
300007,汉威科技,20.69,15.14,95442482.0,9.23,109145023.0,10.56,-13702541.0,-1.33,-27960656.0,-2.71,-67481830.0,-6.53
600797,浙大网新,7.15,9.33,92873970.0,15.92,100603008.0,17.24,-7729038.0,-1.32,-22200388.0,-3.8,-70673582.0,-12.11
300502,新易盛,72.88,5.01,90639168.0,3.63,91761632.0,3.68,-1122464.0,-0.04,-1245280.0,-0.05,-89393872.0,-3.58
688256,寒武纪-U,223.71,-0.13,89103744.0,3.43,68149328.0,2.63,20954416.0,0.81,-81633552.0,-3.15,-7470193.0,-0.29
603236,移远通信,78.13,3.22,84648303.0,15.31,23212952.0,4.2,61435351.0,11.11,1212957.0,0.22,-85861261.0,-15.53
600310,桂东电力,4.93,10.04,82485069.0,6.83,93161437.0,7.71,-10676368.0,-0.88,-39499568.0,-3.27,-42985504.0,-3.56
300303,聚飞光电,5.91,7.65,82195141.0,12.52,22077635.0,3.36,60117506.0,9.16,-19688804.0,-3.0,-62506336.0,-9.52
688072,拓荆科技,414.24,1.72,79558517.0,13.57,22370475.0,3.82,57188042.0,9.76,-78774153.0,-13.44,-784358.0,-0.13
600776,东方通信,11.31,10.02,79263820.0,23.97,99350006.0,30.05,-20086186.0,-6.07,-31905284.0,-9.65,-47358536.0,-14.32
002602,世纪华通,5.66,4.24,76675263.0,8.62,101033646.0,11.36,-24358383.0,-2.74,-13016772.0,-1.46,-63658491.0,-7.15
002045,国光电器,17.4,4.44,76521589.0,11.76,31847327.0,4.89,44674262.0,6.87,-3939730.0,-0.61,-72581859.0,-11.15
301183,东田微,43.12,20.01,75684082.0,19.77,93362209.0,24.39,-17678127.0,-4.62,-35664951.0,-9.32,-40019133.0,-10.46
601857,中国石油,7.58,6.61,74474172.0,5.54,66170844.0,4.92,8303328.0,0.62,24950976.0,1.86,-99425143.0,-7.4
605168,三人行,133.91,10.0,74149897.0,13.32,78393415.0,14.09,-4243518.0,-0.76,-43500613.0,-7.82,-30649284.0,-5.51
600011,华能国际,10.29,5.97,70706377.0,8.75,25410958.0,3.14,45295419.0,5.6,-20985703.0,-2.6,-49720675.0,-6.15
000878,云南铜业,10.52,-4.28,69693730.0,13.16,36922956.0,6.97,32770774.0,6.19,6021544.0,1.14,-75715274.0,-14.29
603029,天鹅股份,23.77,10.0,69331634.0,17.71,88268592.0,22.55,-18936958.0,-4.84,-26616033.0,-6.8,-42715602.0,-10.91
301366,一博科技,70.24,20.01,69258890.0,37.45,85787723.0,46.38,-16528833.0,-8.94,-24682403.0,-13.35,-44576487.0,-24.1
000009,中国宝安,11.78,3.79,69015090.0,18.69,30698083.0,8.31,38317007.0,10.38,-6491737.0,-1.76,-62523353.0,-16.93
001380,华纬科技,32.14,9.99,68750690.0,22.34,22988426.0,7.47,45762264.0,14.87,-12499738.0,-4.06,-56250951.0,-18.28
603533,掌阅科技,24.74,3.56,68137432.0,15.29,77904831.0,17.49,-9767399.0,-2.19,-33095883.0,-7.43,-35041549.0,-7.87
002517,恺英网络,17.08,8.65,67527399.0,4.74,63285895.0,4.44,4241504.0,0.3,-5881728.0,-0.41,-61645682.0,-4.32
300570,太辰光,31.58,9.46,67259416.0,8.02,20884141.0,2.49,46375275.0,5.53,-35148960.0,-4.19,-32110461.0,-3.83
000566,海南海药,5.33,6.81,66045653.0,15.52,66131283.0,15.54,-85630.0,-0.02,-13792862.0,-3.24,-52252791.0,-12.28
000725,京东方Ａ,3.9,1.04,65824517.0,7.19,1804718.0,0.2,64019799.0,6.99,-49188927.0,-5.37,-16635594.0,-1.82
300308,中际旭创,97.83,6.98,65458144.0,1.45,79345008.0,1.76,-13886864.0,-0.31,-4277584.0,-0.09,-61180576.0,-1.36
002371,北方华创,301.89,0.1,62891622.0,3.91,85809622.0,5.34,-22918000.0,-1.43,-76995296.0,-4.79,14103664.0,0.88
000617,中油资本,8.14,3.17,60741994.0,4.96,45870666.0,3.74,14871328.0,1.21,-36346832.0,-2.97,-24395184.0,-1.99
600572,康恩贝,6.97,2.35,58428709.0,13.51,40321497.0,9.32,18107212.0,4.19,-35025426.0,-8.1,-23403283.0,-5.41
601689,拓普集团,58.16,-2.64,56391285.0,8.88,48648668.0,7.66,7742617.0,1.22,-33822369.0,-5.33,-22568916.0,-3.55
301205,联特科技,231.02,2.31,55974685.0,6.44,57492654.0,6.61,-1517969.0,-0.17,-29166608.0,-3.35,-26808083.0,-3.08
688017,绿的谐波,134.3,0.25,55054167.0,16.45,16211049.0,4.84,38843118.0,11.61,-23087561.0,-6.9,-31966606.0,-9.55
600905,三峡能源,5.45,0.74,54737257.0,14.73,78894905.0,21.23,-24157648.0,-6.5,-33898163.0,-9.12,-20839093.0,-5.61
002217,合力泰,3.59,10.12,54691269.0,15.12,54026205.0,14.94,665064.0,0.18,-9928767.0,-2.75,-44762503.0,-12.38
600509,天富能源,7.93,9.99,54620886.0,9.75,55718481.0,9.95,-1097595.0,-0.2,-26462478.0,-4.72,-28158408.0,-5.03
001286,陕西能源,11.05,2.22,54546563.0,9.19,40072667.0,6.75,14473896.0,2.44,3146911.0,0.53,-57693475.0,-9.72
000032,深桑达Ａ,29.9,1.56,53280353.0,10.12,41070030.0,7.8,12210323.0,2.32,-19436575.0,-3.69,-33843780.0,-6.43
600941,中国移动,94.67,0.96,53032384.0,7.04,19853683.0,2.64,33178701.0,4.41,-11729405.0,-1.56,-41302978.0,-5.49
300130,新国都,20.8,1.56,52078954.0,7.8,51273902.0,7.68,805052.0,0.12,-21571437.0,-3.23,-30507517.0,-4.57
603501,韦尔股份,98.17,2.15,51720852.0,7.93,30641635.0,4.7,21079217.0,3.23,-9620528.0,-1.48,-42100324.0,-6.46
688498,源杰科技,255.99,5.07,51595981.0,9.65,24960354.0,4.67,26635627.0,4.98,-50010841.0,-9.35,-1585140.0,-0.3
000063,中兴通讯,34.38,2.17,49488096.0,1.84,-10827936.0,-0.4,60316032.0,2.24,-16127184.0,-0.6,-33360944.0,-1.24
000503,国新健康,13.08,10.01,49454541.0,11.79,80069544.0,19.09,-30615003.0,-7.3,-24766401.0,-5.91,-24688140.0,-5.89
002229,鸿博股份,28.53,9.98,49175030.0,4.31,48322160.0,4.24,852870.0,0.07,-35882477.0,-3.15,-13292548.0,-1.17
000875,吉电股份,5.76,2.86,47890396.0,19.22,35483672.0,14.24,12406724.0,4.98,-19027166.0,-7.64,-28863229.0,-11.59
300753,爱朋医疗,19.0,20.03,47756271.0,26.3,66504725.0,36.63,-18748454.0,-10.33,-24597309.0,-13.55,-23158963.0,-12.75
300684,中石科技,25.75,5.53,47131670.0,7.3,24943010.0,3.86,22188660.0,3.44,-33452073.0,-5.18,-13679597.0,-2.12
300638,广和通,26.08,1.91,46240606.0,9.6,7613419.0,1.58,38627187.0,8.02,-21051734.0,-4.37,-25188873.0,-5.23
002395,双象股份,11.35,6.77,45539072.0,14.91,43435715.0,14.22,2103357.0,0.69,-21899809.0,-7.17,-23639263.0,-7.74
300458,全志科技,31.43,3.15,45035342.0,4.75,43617547.0,4.6,1417795.0,0.15,-39912288.0,-4.21,-5123055.0,-0.54
600085,同仁堂,60.54,0.6,44525145.0,8.61,28676480.0,5.55,15848665.0,3.07,8863738.0,1.71,-53388884.0,-10.33
000568,泸州老窖,214.07,-0.03,43998187.0,5.95,24916752.0,3.37,19081435.0,2.58,-8051776.0,-1.09,-35946408.0,-4.86
600584,长电科技,31.26,2.9,43902307.0,3.74,30194995.0,2.57,13707312.0,1.17,-12866944.0,-1.1,-31035360.0,-2.65
688111,金山办公,415.0,0.52,43705735.0,4.43,60345783.0,6.12,-16640048.0,-1.69,-42545952.0,-4.32,-1159783.0,-0.12
301041,金百泽,37.99,19.99,42879290.0,8.09,49507742.0,9.34,-6628452.0,-1.25,-28330689.0,-5.34,-14548602.0,-2.74
300299,富春股份,7.17,4.67,42427702.0,11.6,38765023.0,10.6,3662679.0,1.0,-18443481.0,-5.04,-23984220.0,-6.56
600498,烽火通信,18.98,3.32,42245720.0,11.78,28149355.0,7.85,14096365.0,3.93,-20507130.0,-5.72,-21738590.0,-6.06
300699,光威复材,32.05,3.89,41027844.0,11.83,16890707.0,4.87,24137137.0,6.96,-15842652.0,-4.57,-25185193.0,-7.26
002591,恒大高新,6.7,6.35,40852741.0,16.82,35018742.0,14.42,5833999.0,2.4,-16541155.0,-6.81,-24311586.0,-10.01
601989,中国重工,4.65,2.42,40124064.0,6.35,54955379.0,8.7,-14831315.0,-2.35,-26801557.0,-4.24,-13322508.0,-2.11
300026,红日药业,6.34,2.92,39867967.0,9.01,-10178510.0,-2.3,50046477.0,11.31,1897708.0,0.43,-41765676.0,-9.44
605028,世茂能源,21.73,10.03,39813218.0,19.02,46452044.0,22.19,-6638826.0,-3.17,-18508472.0,-8.84,-21304748.0,-10.18
601921,浙版传媒,9.5,9.95,39352607.0,8.79,49851796.0,11.13,-10499189.0,-2.34,1172092.0,0.26,-40524697.0,-9.05
000802,北京文化,6.37,8.7,39147978.0,18.6,20662398.0,9.82,18485580.0,8.78,-19452444.0,-9.24,-19695534.0,-9.36
600105,永鼎股份,6.56,3.8,38509072.0,4.65,4091440.0,0.49,34417632.0,4.16,10704320.0,1.29,-49213403.0,-5.95
601555,东吴证券,7.26,4.46,38485277.0,4.85,8966285.0,1.13,29518992.0,3.72,-13797988.0,-1.74,-24687288.0,-3.11
688515,裕太微-U,164.25,11.75,37725815.0,7.46,44976575.0,8.89,-7250760.0,-1.43,-468119.0,-0.09,-37257697.0,-7.36
002965,祥鑫科技,52.81,1.56,37336248.0,11.58,23546375.0,7.3,13789873.0,4.28,-5362352.0,-1.66,-31973896.0,-9.91
300031,宝通科技,27.51,4.88,37300192.0,3.96,46903696.0,4.98,-9603504.0,-1.02,676416.0,0.07,-37976589.0,-4.03
601390,中国中铁,7.55,3.28,37111213.0,3.39,-8253187.0,-0.75,45364400.0,4.14,-21783248.0,-1.99,-15327982.0,-1.4
002368,太极股份,35.98,2.27,36211388.0,7.15,7707021.0,1.52,28504367.0,5.63,4669504.0,0.92,-40880892.0,-8.08
002103,广博股份,6.13,10.05,35911634.0,31.29,27329778.0,23.82,8581856.0,7.48,-11837139.0,-10.32,-24074495.0,-20.98
000837,秦川机床,12.53,2.87,35646471.0,5.72,12760208.0,2.05,22886263.0,3.67,13836685.0,2.22,-49483155.0,-7.94
000543,皖能电力,6.72,5.83,34900406.0,8.59,25921881.0,6.38,8978525.0,2.21,-11703515.0,-2.88,-23196891.0,-5.71
000683,远兴能源,6.88,2.99,34536705.0,10.95,1549612.0,0.49,32987093.0,10.46,-18726286.0,-5.94,-15810419.0,-5.01
688521,芯原股份,89.7,6.79,32953657.0,5.32,42767156.0,6.91,-9813499.0,-1.59,5006914.0,0.81,-37960571.0,-6.13
000899,赣能股份,9.68,4.76,32858132.0,10.13,19584835.0,6.04,13273297.0,4.09,-12066389.0,-3.72,-20791742.0,-6.41
301165,锐捷网络,53.64,5.38,32392028.0,6.3,20868993.0,4.06,11523035.0,2.24,-13343848.0,-2.6,-19048181.0,-3.71
300491,通合科技,29.87,1.08,32062290.0,11.46,5784674.0,2.07,26277616.0,9.39,-6274079.0,-2.24,-25788211.0,-9.22
600938,中国海油,18.36,2.0,31799725.0,7.73,31570723.0,7.67,229002.0,0.06,-11590230.0,-2.82,-20209495.0,-4.91
301236,软通动力,39.48,2.12,30781706.0,7.03,20779515.0,4.74,10002191.0,2.28,4302362.0,0.98,-35084069.0,-8.01
601988,中国银行,3.97,2.06,30748412.0,4.43,17735512.0,2.56,13012900.0,1.88,-13441619.0,-1.94,-17306792.0,-2.49
603605,DR珀莱雅,121.55,0.61,30484547.0,13.66,5271396.0,2.36,25213151.0,11.3,-5429770.0,-2.43,-25054775.0,-11.23
000812,陕西金叶,5.63,6.03,30407772.0,14.72,23025388.0,11.14,7382384.0,3.57,-7738733.0,-3.75,-22669039.0,-10.97
688141,杰华特,41.01,9.33,30080634.0,14.58,22276868.0,10.8,7803766.0,3.78,-23299857.0,-11.3,-6780776.0,-3.29
300212,易华录,33.8,4.0,29991553.0,2.89,112481.0,0.01,29879072.0,2.88,-16860768.0,-1.62,-13130768.0,-1.26
000928,中钢国际,8.58,2.51,29858032.0,9.45,7707454.0,2.44,22150578.0,7.01,3316770.0,1.05,-33174803.0,-10.5
601328,交通银行,5.93,2.07,29852709.0,6.51,-17336368.0,-3.78,47189077.0,10.3,-20998522.0,-4.58,-8854187.0,-1.93
600839,四川长虹,4.3,2.14,29379669.0,2.51,-6425467.0,-0.55,35805136.0,3.06,-4927584.0,-0.42,-24452096.0,-2.09
300003,乐普医疗,24.91,2.38,29127743.0,10.68,5822112.0,2.14,23305631.0,8.55,-6551960.0,-2.4,-22575783.0,-8.28
002913,奥士康,39.61,10.0,28858161.0,6.14,38519174.0,8.19,-9661013.0,-2.05,-35614827.0,-7.58,6756666.0,1.44
688037,芯源微,275.0,1.01,28693358.0,7.6,38801455.0,10.27,-10108097.0,-2.68,-26536965.0,-7.02,-2156393.0,-0.57
002422,科伦药业,32.72,-0.91,28503414.0,9.11,17236424.0,5.51,11266990.0,3.6,-9202989.0,-2.94,-19300426.0,-6.17
002152,广电运通,12.36,6.64,28409315.0,6.11,1735915.0,0.37,26673400.0,5.74,-3790070.0,-0.82,-24619244.0,-5.29
000921,海信家电,24.92,-0.68,28197433.0,20.68,-1105629.0,-0.81,29303062.0,21.49,-13389782.0,-9.82,-14807651.0,-10.86
002995,天地在线,34.44,10.0,28035489.0,8.2,30774201.0,9.0,-2738712.0,-0.8,-22108208.0,-6.47,-5927281.0,-1.73
688478,晶升股份,46.95,3.44,27956510.0,15.1,19301331.0,10.43,8655179.0,4.68,-12901878.0,-6.97,-15054633.0,-8.13
001316,润贝航科,41.16,9.99,27708912.0,52.59,35187684.0,66.78,-7478772.0,-14.19,-18612552.0,-35.32,-9096360.0,-17.26
300251,光线传媒,8.38,2.07,27592906.0,10.1,13680523.0,5.01,13912383.0,5.09,-5227625.0,-1.91,-22365282.0,-8.19
002185,华天科技,9.72,1.99,27453946.0,9.91,6755103.0,2.44,20698843.0,7.47,-14853987.0,-5.36,-12599959.0,-4.55
003021,兆威机电,88.7,-0.78,27386218.0,7.65,-14894930.0,-4.16,42281148.0,11.82,20489108.0,5.73,-47875325.0,-13.38
002919,名臣健康,45.17,10.01,27254822.0,5.97,21428841.0,4.69,5825981.0,1.28,-27218668.0,-5.96,-36155.0,-0.01
301330,熵基科技,51.16,4.88,26629047.0,9.52,17982094.0,6.43,8646953.0,3.09,-12331554.0,-4.41,-14297494.0,-5.11
300020,银江技术,10.16,2.73,26325010.0,9.17,18929072.0,6.6,7395938.0,2.58,-7760553.0,-2.7,-18564456.0,-6.47
600373,中文传媒,15.75,3.14,25499192.0,11.46,10698587.0,4.81,14800605.0,6.65,1704899.0,0.77,-27204091.0,-12.22
688158,优刻得-W,18.07,4.09,25100638.0,10.35,13817616.0,5.7,11283022.0,4.65,-4666850.0,-1.92,-20433788.0,-8.43
000681,视觉中国,16.84,2.5,24792628.0,5.68,3938703.0,0.9,20853925.0,4.77,-8115536.0,-1.86,-16677092.0,-3.82
600339,中油工程,4.08,3.55,24261535.0,11.0,14686692.0,6.66,9574843.0,4.34,-8797111.0,-3.99,-15464424.0,-7.01
002291,遥望科技,16.98,1.25,24157688.0,3.83,10474223.0,1.66,13683465.0,2.17,-46078902.0,-7.3,21921213.0,3.47
600487,亨通光电,14.59,0.62,23959279.0,7.67,10889412.0,3.49,13069867.0,4.19,-22897471.0,-7.33,-1061808.0,-0.34
688048,长光华芯,105.36,2.29,23953745.0,5.98,3447887.0,0.86,20505858.0,5.12,-13662235.0,-3.41,-10291510.0,-2.57
002276,万马股份,12.27,0.49,23909128.0,7.13,8414994.0,2.51,15494134.0,4.62,-8752097.0,-2.61,-15157032.0,-4.52
601998,中信银行,6.57,0.31,23853295.0,11.67,-1796273.0,-0.88,25649568.0,12.55,-11516639.0,-5.64,-12336656.0,-6.04
688458,美芯晟,82.87,5.05,23823214.0,7.32,-1849470.0,-0.57,25672684.0,7.89,-10450893.0,-3.21,-13372320.0,-4.11
000858,五 粮 液,168.7,-0.82,23771846.0,2.13,-19005553.0,-1.71,42777399.0,3.84,-31041936.0,-2.79,7270096.0,0.65
600765,中航重机,26.78,1.06,23585221.0,10.74,11461941.0,5.22,12123280.0,5.52,6009611.0,2.74,-29594831.0,-13.48
000966,长源电力,5.84,2.28,23501335.0,9.98,23753375.0,10.08,-252040.0,-0.11,-1500914.0,-0.64,-22000422.0,-9.34
002837,英维克,26.88,2.21,22668267.0,9.01,13654490.0,5.43,9013777.0,3.58,-16365742.0,-6.51,-6302524.0,-2.51
301078,孩子王,12.36,4.39,22448709.0,4.92,14142257.0,3.1,8306452.0,1.82,1891881.0,0.41,-24340591.0,-5.33
300969,恒帅股份,68.89,5.18,22365069.0,11.9,5924135.0,3.15,16440934.0,8.75,-11360665.0,-6.05,-11004404.0,-5.86
600529,山东药玻,25.93,-0.08,21756981.0,21.0,4774568.0,4.61,16982413.0,16.39,-11427697.0,-11.03,-10329284.0,-9.97
300148,天舟文化,4.64,3.34,21711072.0,8.61,10693648.0,4.24,11017424.0,4.37,2291414.0,0.91,-24002486.0,-9.52
603693,江苏新能,14.63,4.28,21665140.0,11.59,6283731.0,3.36,15381409.0,8.23,-5792664.0,-3.1,-15872476.0,-8.49
300451,创业慧康,8.7,7.14,21576346.0,5.98,7661491.0,2.12,13914855.0,3.86,-17366348.0,-4.82,-4209997.0,-1.17
601800,中国交建,10.15,1.91,21277057.0,4.41,13857148.0,2.87,7419909.0,1.54,-13415750.0,-2.78,-7861308.0,-1.63
002870,香山股份,31.61,0.03,21273953.0,19.61,1287020.0,1.19,19986933.0,18.42,1884190.0,1.74,-23158143.0,-21.34
002215,诺 普 信,7.76,3.19,21065902.0,19.06,4809528.0,4.35,16256374.0,14.71,-9888855.0,-8.95,-11177048.0,-10.11
000567,海德股份,19.94,7.03,21049680.0,6.27,-9282772.0,-2.76,30332452.0,9.03,-18157846.0,-5.41,-2891835.0,-0.86
300760,迈瑞医疗,309.99,-0.92,21033257.0,3.37,18266805.0,2.93,2766452.0,0.44,11408096.0,1.83,-32441361.0,-5.2
688535,华海诚科,62.21,3.65,20972044.0,22.62,9761733.0,10.53,11210311.0,12.09,-5671134.0,-6.12,-15300910.0,-16.5
300467,迅游科技,16.77,5.41,20962820.0,9.89,17224071.0,8.13,3738749.0,1.76,-1815499.0,-0.86,-19147322.0,-9.03
688313,仕佳光子,13.86,4.21,20926227.0,7.07,19226917.0,6.5,1699310.0,0.57,-6345622.0,-2.14,-14580606.0,-4.93
300655,晶瑞电材,22.26,1.09,20874794.0,4.08,-3359610.0,-0.66,24234404.0,4.73,-11793436.0,-2.3,-9081358.0,-1.77
300657,弘信电子,16.35,6.93,20805047.0,6.11,16668653.0,4.9,4136394.0,1.21,-5672830.0,-1.67,-15132217.0,-4.44
003004,声迅股份,32.8,5.47,20482654.0,6.59,20264339.0,6.52,218315.0,0.07,-14048624.0,-4.52,-6434030.0,-2.07
601899,紫金矿业,10.75,-0.46,20433809.0,2.92,38201955.0,5.45,-17768146.0,-2.54,-17647663.0,-2.52,-2786145.0,-0.4
688262,国芯科技,58.8,3.18,20168518.0,7.4,13324818.0,4.89,6843700.0,2.51,-6719483.0,-2.46,-13449036.0,-4.93
000027,深圳能源,6.94,2.97,20008514.0,12.17,15198724.0,9.25,4809790.0,2.93,-6542144.0,-3.98,-13466370.0,-8.19
300769,德方纳米,171.42,-3.22,19728965.0,5.6,37676039.0,10.7,-17947074.0,-5.1,-20549496.0,-5.83,820531.0,0.23
002400,省广集团,4.89,2.73,19588193.0,10.91,8879123.0,4.95,10709070.0,5.97,-8426687.0,-4.69,-11161506.0,-6.22
300634,彩讯股份,25.67,2.23,19555226.0,6.13,-523159.0,-0.16,20078385.0,6.29,-17563908.0,-5.5,-1991318.0,-0.62
000066,中国长城,11.14,1.92,19550754.0,4.03,7230548.0,1.49,12320206.0,2.54,-25865090.0,-5.33,6314336.0,1.3
300403,汉宇集团,8.15,0.49,19434272.0,9.23,3048956.0,1.45,16385316.0,7.78,-15339028.0,-7.28,-4095244.0,-1.94
000767,晋控电力,3.37,2.74,19267397.0,17.24,10857016.0,9.72,8410381.0,7.53,-3059263.0,-2.74,-16208134.0,-14.51
688662,富信科技,40.27,6.23,19191921.0,7.04,6154058.0,2.26,13037863.0,4.78,-3143455.0,-1.15,-16048465.0,-5.89
600150,中国船舶,28.99,4.21,18996800.0,0.68,95528112.0,3.41,-76531312.0,-2.73,22332112.0,0.8,-41328912.0,-1.48
002938,鹏鼎控股,24.56,0.53,18862185.0,7.26,8776341.0,3.38,10085844.0,3.88,5518127.0,2.12,-24380312.0,-9.38
300383,光环新网,11.38,2.99,18839102.0,4.34,29593336.0,6.81,-10754234.0,-2.47,-4804764.0,-1.11,-14034339.0,-3.23
301269,华大九天,111.3,2.1,18735047.0,5.77,10393507.0,3.2,8341540.0,2.57,788113.0,0.24,-19523159.0,-6.02
002530,金财互联,7.7,1.72,18721976.0,15.94,8022238.0,6.83,10699738.0,9.11,-2188635.0,-1.86,-16533342.0,-14.07
300315,掌趣科技,5.46,5.41,18596369.0,2.18,34825065.0,4.08,-16228696.0,-1.9,31266208.0,3.67,-49862580.0,-5.85
001314,亿道信息,43.7,3.83,18483188.0,9.83,24432405.0,13.0,-5949217.0,-3.16,-1191400.0,-0.63,-17291788.0,-9.2
600986,浙文互联,6.67,4.55,18410490.0,5.5,4447947.0,1.33,13962543.0,4.17,3424482.0,1.02,-21834972.0,-6.52
300115,长盈精密,13.15,1.47,18300415.0,6.62,23695117.0,8.57,-5394702.0,-1.95,-2667423.0,-0.96,-15632992.0,-5.65
688777,中控技术,99.99,-3.76,18134361.0,9.02,5081262.0,2.53,13053099.0,6.49,-15918686.0,-7.92,-2215674.0,-1.1
002654,万润科技,7.84,3.29,17714411.0,2.73,15409586.0,2.38,2304825.0,0.36,-12128475.0,-1.87,-5585936.0,-0.86
002425,凯撒文化,5.21,2.96,17302113.0,11.6,15550714.0,10.42,1751399.0,1.17,-6019557.0,-4.04,-11282557.0,-7.56
300474,景嘉微,94.5,5.42,17117840.0,0.76,32194848.0,1.43,-15077008.0,-0.67,9862736.0,0.44,-26980576.0,-1.2
601098,中南传媒,12.95,2.78,16954894.0,8.63,5019857.0,2.55,11935037.0,6.07,7668491.0,3.9,-24623385.0,-12.53
300052,中青宝,19.94,6.92,16714943.0,5.86,11092426.0,3.89,5622517.0,1.97,4273024.0,1.5,-20987967.0,-7.35
600863,内蒙华电,4.33,4.09,16374885.0,3.41,-8601063.0,-1.79,24975948.0,5.2,-15037349.0,-3.13,-1337536.0,-0.28
301179,泽宇智能,35.35,5.05,16359385.0,3.78,972783.0,0.22,15386602.0,3.55,-13626047.0,-3.15,-2733337.0,-0.63
000989,九 芝 堂,13.12,1.94,16274851.0,5.96,5943040.0,2.18,10331811.0,3.78,-6279595.0,-2.3,-9995254.0,-3.66
601801,皖新传媒,8.99,2.39,16220278.0,4.44,12213187.0,3.35,4007091.0,1.1,16810854.0,4.61,-33031131.0,-9.05
603896,寿仙谷,45.86,2.37,16010852.0,14.74,3121230.0,2.87,12889622.0,11.87,-1028513.0,-0.95,-14982339.0,-13.79
002028,思源电气,46.34,-0.06,15988074.0,11.98,9902839.0,7.42,6085235.0,4.56,9753598.0,7.31,-25741671.0,-19.29
600757,长江传媒,9.49,-4.24,15958848.0,2.18,-18278335.0,-2.5,34237183.0,4.69,-14372256.0,-1.97,-1586599.0,-0.22
300369,绿盟科技,11.63,2.38,15868967.0,8.71,5788907.0,3.18,10080060.0,5.53,-12811888.0,-7.03,-3057080.0,-1.68
600482,中国动力,18.69,1.69,15829873.0,3.62,1983566.0,0.45,13846307.0,3.17,-15965140.0,-3.65,135267.0,0.03
603859,能科科技,47.89,3.23,15738253.0,7.73,1282672.0,0.63,14455581.0,7.1,6712204.0,3.3,-22450458.0,-11.03
600163,中闽能源,5.85,1.92,15696567.0,13.88,6168224.0,5.45,9528343.0,8.42,-6356090.0,-5.62,-9340477.0,-8.26
600004,白云机场,14.03,2.04,15604497.0,11.52,5666184.0,4.18,9938313.0,7.34,-13487991.0,-9.96,-2116507.0,-1.56
