股票代码,股票名称,最新价,今日涨跌额,今日主力净流入净额,今日主力净流入净占比,今日超大单净流入净额,今日超大单净流入净占比,今日大单净流入净额,今日大单净流入净占比,今日中单净流入净额,今日中单净流入净占比,今日小单净流入净额,今日小单净流入净占比
000002,万  科Ａ,7.56,3.56,357507200.0,10.74,300016256.0,9.02,57490944.0,1.73,-117076192.0,-3.52,-240431008.0,-7.23
001979,招商蛇口,9.82,9.97,346287600.0,16.82,280995904.0,13.65,65291696.0,3.17,-162064752.0,-7.87,-184222864.0,-8.95
601899,紫金矿业,18.24,2.99,325737344.0,8.75,376670352.0,10.12,-50933008.0,-1.37,-194856672.0,-5.23,-130880672.0,-3.52
000001,平安银行,10.94,1.67,296412144.0,15.41,321050288.0,16.69,-24638144.0,-1.28,-155076912.0,-8.06,-141335237.0,-7.35
601318,中国平安,42.93,1.39,281531904.0,9.69,207278096.0,7.13,74253808.0,2.55,-207283280.0,-7.13,-74248608.0,-2.55
600048,保利发展,9.72,5.54,278800656.0,9.72,236253232.0,8.24,42547424.0,1.48,-68631088.0,-2.39,-210169584.0,-7.33
002413,雷科防务,4.92,10.07,253715205.0,36.73,220934912.0,31.99,32780293.0,4.75,-99700590.0,-14.44,-154014615.0,-22.3
000333,美的集团,71.88,0.04,246385629.0,15.25,74533421.0,4.61,171852208.0,10.63,-222431040.0,-13.76,-23954592.0,-1.48
600036,招商银行,35.62,2.24,221954640.0,6.66,291237008.0,8.74,-69282368.0,-2.08,-65161312.0,-1.96,-156793328.0,-4.71
300766,每日互动,13.75,19.98,212256013.0,26.88,186200003.0,23.58,26056010.0,3.3,-87511563.0,-11.08,-124744443.0,-15.8
600489,中金黄金,14.33,4.98,205209204.0,15.2,168358708.0,12.47,36850496.0,2.73,-89879216.0,-6.66,-115329983.0,-8.54
600547,山东黄金,30.66,1.76,185082471.0,16.46,178799687.0,15.9,6282784.0,0.56,-29894960.0,-2.66,-155187514.0,-13.8
600383,金地集团,3.97,5.03,181291689.0,19.53,120155768.0,12.94,61135921.0,6.58,-72052490.0,-7.76,-109239205.0,-11.77
601155,新城控股,10.9,7.92,179278030.0,19.7,162305608.0,17.83,16972422.0,1.86,-61645146.0,-6.77,-117632888.0,-12.92
600030,中信证券,19.06,0.79,178636305.0,10.38,118404721.0,6.88,60231584.0,3.5,-113677808.0,-6.61,-64958512.0,-3.78
601728,中国电信,5.99,1.01,178308127.0,14.43,71246247.0,5.76,107061880.0,8.66,-97168064.0,-7.86,-81140065.0,-6.57
000962,东方钽业,12.23,5.98,174706386.0,18.61,142858482.0,15.22,31847904.0,3.39,-30539731.0,-3.25,-144166648.0,-15.36
002271,东方雨虹,15.62,4.2,172045141.0,12.51,114504229.0,8.32,57540912.0,4.18,-24054272.0,-1.75,-147990880.0,-10.76
601166,兴业银行,17.07,1.25,168712741.0,13.62,210696651.0,17.01,-41983910.0,-3.39,-175695444.0,-14.19,6982704.0,0.56
000610,西安旅游,13.71,6.03,162659511.0,23.33,150976941.0,21.65,11682570.0,1.68,-82442862.0,-11.82,-80216649.0,-11.5
000899,赣能股份,11.75,10.02,147826452.0,13.97,161918705.0,15.3,-14092253.0,-1.33,-86043552.0,-8.13,-61782888.0,-5.84
601668,中国建筑,5.48,1.29,145822752.0,11.44,153186912.0,12.02,-7364160.0,-0.58,-78009936.0,-6.12,-67812822.0,-5.32
601099,太平洋,3.56,3.49,145761152.0,7.33,89431104.0,4.5,56330048.0,2.83,-20212432.0,-1.02,-125548720.0,-6.31
000560,我爱我家,2.2,10.0,141403618.0,24.08,157891339.0,26.89,-16487721.0,-2.81,-57949766.0,-9.87,-83453852.0,-14.21
601601,中国太保,27.65,3.36,140518809.0,11.59,79920937.0,6.59,60597872.0,5.0,17349968.0,1.43,-157868783.0,-13.02
002061,浙江交科,4.34,6.63,139871663.0,15.42,167646046.0,18.48,-27774383.0,-3.06,-76628595.0,-8.45,-63243078.0,-6.97
300040,九洲集团,5.93,20.04,139443439.0,31.94,149341350.0,34.21,-9897911.0,-2.27,-66230187.0,-15.17,-73213251.0,-16.77
600505,西昌电力,11.42,10.02,138261470.0,29.98,157161390.0,34.08,-18899920.0,-4.1,-63765453.0,-13.83,-74496018.0,-16.16
002244,滨江集团,7.69,10.01,134795577.0,13.81,135783209.0,13.91,-987632.0,-0.1,-48664354.0,-4.98,-86131220.0,-8.82
600744,华银电力,3.98,9.94,132293742.0,15.39,150134348.0,17.46,-17840606.0,-2.07,-53982422.0,-6.28,-78311315.0,-9.11
000990,诚志股份,8.95,9.95,132116341.0,16.05,141529844.0,17.19,-9413503.0,-1.14,-80841092.0,-9.82,-51275254.0,-6.23
601390,中国中铁,6.7,1.36,126007280.0,13.45,125706894.0,13.42,300386.0,0.03,-47854879.0,-5.11,-78152402.0,-8.34
000736,中交地产,10.67,10.0,120983745.0,21.78,92444953.0,16.64,28538792.0,5.14,-45835703.0,-8.25,-75148040.0,-13.53
600988,赤峰黄金,18.44,1.32,119299734.0,8.29,44659478.0,3.1,74640256.0,5.19,33149232.0,2.3,-152448976.0,-10.6
601901,方正证券,9.12,3.87,118344544.0,5.16,36282960.0,1.58,82061584.0,3.58,-43725504.0,-1.9,-74619040.0,-3.25
603231,索宝蛋白,22.76,10.0,115329995.0,38.69,117017863.0,39.25,-1687868.0,-0.57,-58880522.0,-19.75,-56449473.0,-18.94
000807,云铝股份,15.1,0.6,114223743.0,14.72,13043324.0,1.68,101180419.0,13.04,-90331025.0,-11.64,-23892725.0,-3.08
000059,华锦股份,5.38,3.86,113085063.0,15.3,146434604.0,19.81,-33349541.0,-4.51,-71065487.0,-9.61,-42019576.0,-5.68
601881,中国银河,12.43,2.39,111352457.0,8.86,39734505.0,3.16,71617952.0,5.7,-70409104.0,-5.6,-40943360.0,-3.26
300520,科大国创,22.91,6.66,107674816.0,8.44,84512976.0,6.62,23161840.0,1.81,-55376128.0,-4.34,-52298688.0,-4.1
600869,远东股份,4.66,9.91,105105215.0,44.21,123733677.0,52.04,-18628462.0,-7.84,-51344479.0,-21.6,-53760735.0,-22.61
601006,大秦铁路,7.07,0.28,104903167.0,12.53,145101484.0,17.33,-40198317.0,-4.8,-53916621.0,-6.44,-50986547.0,-6.09
002927,泰永长征,14.03,10.04,103730550.0,30.78,95527946.0,28.34,8202604.0,2.43,-57684163.0,-17.11,-46046385.0,-13.66
600789,鲁抗医药,9.7,6.48,98953616.0,3.42,96849008.0,3.35,2104608.0,0.07,-55551984.0,-1.92,-43401632.0,-1.5
603766,隆鑫通用,7.92,6.31,96630818.0,10.92,85324196.0,9.64,11306622.0,1.28,-30936328.0,-3.5,-65694488.0,-7.43
002142,宁波银行,24.4,3.7,95880949.0,8.06,79046021.0,6.64,16834928.0,1.42,-62384656.0,-5.24,-33496304.0,-2.82
300511,雪榕生物,4.79,20.05,93851166.0,50.82,81528344.0,44.15,12322822.0,6.67,-45987539.0,-24.9,-47863626.0,-25.92
002007,华兰生物,19.99,1.06,93488523.0,26.91,99730101.0,28.7,-6241578.0,-1.8,-33880513.0,-9.75,-59608011.0,-17.16
688676,金盘科技,54.5,7.07,91091935.0,18.12,-3717381.0,-0.74,94809316.0,18.86,-46378266.0,-9.23,-44713668.0,-8.9
000650,仁和药业,7.28,3.7,89618454.0,13.83,84856406.0,13.09,4762048.0,0.73,11556753.0,1.78,-101175206.0,-15.61
603486,科沃斯,57.42,10.0,87385345.0,8.65,84563865.0,8.37,2821480.0,0.28,26898384.0,2.66,-114283733.0,-11.31
300573,兴齐眼药,289.51,4.56,85759812.0,10.34,66987169.0,8.08,18772643.0,2.26,-7953099.0,-0.96,-77806713.0,-9.38
600266,城建发展,4.09,5.14,83285392.0,20.61,42933006.0,10.62,40352386.0,9.98,-31249979.0,-7.73,-52035413.0,-12.87
600406,国电南瑞,23.41,0.6,82763835.0,7.47,49524827.0,4.47,33239008.0,3.0,-73279280.0,-6.61,-9484560.0,-0.86
600938,中国海油,29.14,0.66,82489650.0,7.1,-22060734.0,-1.9,104550384.0,8.99,-65159392.0,-5.61,-17330251.0,-1.49
002422,科伦药业,34.69,-0.29,78428194.0,11.42,61400711.0,8.94,17027483.0,2.48,24750729.0,3.6,-103178922.0,-15.02
603005,晶方科技,17.95,1.18,78003990.0,10.1,67971969.0,8.8,10032021.0,1.3,18819414.0,2.44,-96823398.0,-12.53
600050,中国联通,4.67,0.65,76445681.0,8.34,48819535.0,5.33,27626146.0,3.01,-36512968.0,-3.98,-39932713.0,-4.36
002481,双塔食品,5.02,10.09,75216101.0,32.28,92968352.0,39.89,-17752251.0,-7.62,-37593274.0,-16.13,-37622826.0,-16.14
600101,明星电力,10.12,10.0,74123968.0,11.66,78993068.0,12.42,-4869100.0,-0.77,-54080731.0,-8.5,-20043237.0,-3.15
600325,华发股份,6.48,4.68,73906617.0,8.7,69354273.0,8.16,4552344.0,0.54,-36263106.0,-4.27,-37643512.0,-4.43
600644,乐山电力,7.04,10.0,73286586.0,25.85,82995466.0,29.28,-9708880.0,-3.42,-38708206.0,-13.65,-34578381.0,-12.2
600066,宇通客车,27.64,2.14,72967052.0,11.53,44015848.0,6.96,28951204.0,4.58,16577414.0,2.62,-89544464.0,-14.15
000965,天保基建,3.34,9.87,72410500.0,21.46,55728387.0,16.52,16682113.0,4.94,-15666195.0,-4.64,-56744305.0,-16.82
300481,濮阳惠成,16.99,9.4,72057252.0,9.95,64720560.0,8.94,7336692.0,1.01,-44645622.0,-6.16,-27411631.0,-3.78
600795,国电电力,5.31,3.11,69993098.0,8.22,87440209.0,10.27,-17447111.0,-2.05,-3509076.0,-0.41,-66484022.0,-7.81
600522,中天科技,14.38,1.41,69160136.0,8.28,18231835.0,2.18,50928301.0,6.1,-20666512.0,-2.47,-48493611.0,-5.81
300182,捷成股份,5.17,2.58,68808110.0,10.61,60687544.0,9.36,8120566.0,1.25,-19095540.0,-2.95,-49712569.0,-7.67
000430,张家界,6.57,6.48,68683206.0,23.33,68115048.0,23.14,568158.0,0.19,-31079195.0,-10.56,-37604013.0,-12.77
601995,中金公司,34.21,1.69,68627176.0,8.57,14489599.0,1.81,54137577.0,6.76,-18205597.0,-2.27,-50421585.0,-6.3
300457,赢合科技,17.75,2.25,68108078.0,9.93,26257248.0,3.83,41850830.0,6.1,-27226760.0,-3.97,-40881318.0,-5.96
001366,播恩集团,15.47,10.03,67772395.0,51.48,74405938.0,56.51,-6633543.0,-5.04,-28429416.0,-21.59,-39342979.0,-29.88
002444,巨星科技,27.65,4.34,67321374.0,10.06,-22713888.0,-3.4,90035262.0,13.46,52006813.0,7.77,-119328180.0,-17.84
000975,银泰黄金,19.26,2.88,66782122.0,7.87,25342303.0,2.99,41439819.0,4.89,-1615710.0,-0.19,-65166414.0,-7.68
300215,电科院,5.2,20.09,66119048.0,23.64,78990077.0,28.25,-12871029.0,-4.6,-33163559.0,-11.86,-32955489.0,-11.78
000792,盐湖股份,18.14,-0.06,65971848.0,7.56,35702533.0,4.09,30269315.0,3.47,-5783000.0,-0.66,-60188849.0,-6.9
600941,中国移动,101.4,1.1,62747232.0,3.27,-27543328.0,-1.44,90290560.0,4.71,-51400736.0,-2.68,-11346480.0,-0.59
601360,三六零,8.9,0.79,61531636.0,4.44,27617492.0,2.0,33914144.0,2.45,-1261728.0,-0.09,-60269888.0,-4.35
000603,盛达资源,14.58,5.88,61338635.0,12.39,6888547.0,1.39,54450088.0,11.0,-9742692.0,-1.97,-51595942.0,-10.42
300033,同花顺,122.33,0.62,59229140.0,6.3,42779156.0,4.55,16449984.0,1.75,-6033264.0,-0.64,-53195870.0,-5.66
601233,桐昆股份,15.35,4.28,58366160.0,4.73,45802624.0,3.71,12563536.0,1.02,29415440.0,2.38,-87781619.0,-7.12
600487,亨通光电,14.51,2.33,57442760.0,5.16,11253752.0,1.01,46189008.0,4.15,25477360.0,2.29,-82920126.0,-7.45
000656,*ST金科,1.35,4.65,56838562.0,15.02,-965869.0,-0.26,57804431.0,15.27,-24618091.0,-6.5,-32220471.0,-8.51
603129,春风动力,160.3,4.39,56329933.0,15.03,33632673.0,8.97,22697260.0,6.05,-8922129.0,-2.38,-47407804.0,-12.65
600398,海澜之家,9.35,1.41,56145798.0,25.1,6497696.0,2.9,49648102.0,22.19,-33720627.0,-15.07,-22425172.0,-10.02
600777,ST新潮,1.78,1.14,55143287.0,6.0,-45013353.0,-4.9,100156640.0,10.9,12149290.0,1.32,-67292577.0,-7.33
300239,东宝生物,6.25,11.41,55049462.0,8.81,113329851.0,18.15,-58280389.0,-9.33,-50547118.0,-8.09,-4502343.0,-0.72
600682,南京新百,7.62,7.63,54379904.0,5.39,82277447.0,8.16,-27897543.0,-2.77,-37545888.0,-3.72,-16834000.0,-1.67
600621,华鑫股份,14.31,1.56,54201817.0,12.91,29572918.0,7.04,24628899.0,5.87,-15500669.0,-3.69,-38701148.0,-9.22
300001,特锐德,21.15,2.72,53076386.0,8.55,8565057.0,1.38,44511329.0,7.17,1698725.0,0.27,-54775110.0,-8.83
601857,中国石油,10.08,0.1,52943376.0,3.37,-5805728.0,-0.37,58749104.0,3.74,-33295168.0,-2.12,-19648224.0,-1.25
600660,福耀玻璃,50.75,1.44,51102989.0,8.34,31933851.0,5.21,19169138.0,3.13,-14642990.0,-2.39,-36459999.0,-5.95
600811,东方集团,1.65,10.0,51070907.0,26.59,55210914.0,28.75,-4140007.0,-2.16,-24344348.0,-12.68,-26726559.0,-13.92
300419,浩丰科技,7.23,3.29,50457930.0,7.03,16127980.0,2.25,34329950.0,4.78,2640188.0,0.37,-53098117.0,-7.4
300181,佐力药业,15.88,1.6,50334324.0,13.29,59893343.0,15.81,-9559019.0,-2.52,-24525589.0,-6.47,-25808734.0,-6.81
000966,长源电力,5.05,4.12,50187087.0,14.36,19574125.0,5.6,30612962.0,8.76,-9264622.0,-2.65,-40922465.0,-11.71
688249,晶合集成,15.26,0.66,49456047.0,31.66,16755240.0,10.73,32700807.0,20.93,-40845790.0,-26.15,-8610257.0,-5.51
000932,华菱钢铁,5.16,0.39,49401901.0,11.23,50606751.0,11.51,-1204850.0,-0.27,-21889222.0,-4.98,-27512678.0,-6.26
600219,南山铝业,3.75,2.18,47791398.0,10.33,52280038.0,11.3,-4488640.0,-0.97,-31988760.0,-6.91,-15802638.0,-3.41
601615,明阳智能,10.65,1.43,47564972.0,7.67,22364230.0,3.61,25200742.0,4.06,19454952.0,3.14,-67019925.0,-10.81
002146,荣盛发展,1.7,6.25,46698957.0,9.04,19092248.0,3.7,27606709.0,5.34,-15645150.0,-3.03,-31053807.0,-6.01
601618,中国中冶,3.32,0.61,45471150.0,10.92,48450368.0,11.64,-2979218.0,-0.72,-26739490.0,-6.42,-18731659.0,-4.5
688522,纳睿雷达,65.39,5.23,44462778.0,13.15,24227902.0,7.16,20234876.0,5.98,-21636741.0,-6.4,-22826038.0,-6.75
603580,艾艾精工,28.44,10.02,44321509.0,5.71,53524535.0,6.89,-9203026.0,-1.19,-9788312.0,-1.26,-34533201.0,-4.45
000690,宝新能源,5.77,2.12,44312674.0,13.12,24632552.0,7.29,19680122.0,5.83,-21736992.0,-6.44,-22575682.0,-6.69
002150,通润装备,15.43,2.05,43577298.0,17.8,12402426.0,5.07,31174872.0,12.74,-869215.0,-0.36,-42708085.0,-17.45
601991,大唐发电,3.13,1.95,42527904.0,11.96,38352953.0,10.79,4174951.0,1.17,-20674002.0,-5.81,-21853901.0,-6.15
002851,麦格米特,23.2,5.74,42404639.0,13.51,18119240.0,5.77,24285399.0,7.73,5294409.0,1.69,-47699048.0,-15.19
600926,杭州银行,13.38,2.22,42394313.0,9.35,18567573.0,4.1,23826740.0,5.26,-11944826.0,-2.64,-30449488.0,-6.72
603530,神马电力,21.96,4.57,41728429.0,13.22,8411154.0,2.66,33317275.0,10.55,3723182.0,1.18,-45451611.0,-14.4
300169,天晟新材,6.27,6.81,41143077.0,8.65,9135391.0,1.92,32007686.0,6.73,-6492103.0,-1.36,-34650974.0,-7.28
603993,洛阳钼业,9.2,1.77,41111872.0,2.22,27370128.0,1.48,13741744.0,0.74,-30869200.0,-1.66,-10242672.0,-0.55
603477,巨星农牧,35.78,-1.81,40865736.0,15.14,27998894.0,10.37,12866842.0,4.77,-20145073.0,-7.46,-20720663.0,-7.67
601878,浙商证券,11.61,1.4,40739634.0,3.67,19229362.0,1.73,21510272.0,1.94,-33729584.0,-3.04,-7010064.0,-0.63
601168,西部矿业,19.74,0.3,40633273.0,4.07,43936976.0,4.4,-3303703.0,-0.33,-43667008.0,-4.37,3033744.0,0.3
600176,中国巨石,13.07,3.32,40622888.0,6.55,22464374.0,3.62,18158514.0,2.93,-5230921.0,-0.84,-35391968.0,-5.71
000758,中色股份,5.52,1.85,40421680.0,8.84,20646742.0,4.52,19774938.0,4.33,-15140379.0,-3.31,-25281302.0,-5.53
601800,中国交建,9.17,1.33,39730746.0,5.89,21594668.0,3.2,18136078.0,2.69,-18536427.0,-2.75,-21194320.0,-3.14
603501,韦尔股份,103.6,0.2,39346829.0,4.69,-6580051.0,-0.78,45926880.0,5.47,10165056.0,1.21,-49511882.0,-5.9
600025,华能水电,9.41,0.32,38839690.0,11.79,3480903.0,1.06,35358787.0,10.73,2073256.0,0.63,-40912946.0,-12.41
300059,东方财富,13.11,0.23,38808912.0,1.86,10228384.0,0.49,28580528.0,1.37,-61121888.0,-2.93,22312976.0,1.07
300342,天银机电,14.42,1.41,38580263.0,4.93,28610620.0,3.65,9969643.0,1.27,-11935664.0,-1.52,-26644597.0,-3.4
000933,神火股份,23.78,0.0,38568245.0,4.86,-1241841.0,-0.16,39810086.0,5.01,34907623.0,4.4,-73475863.0,-9.25
000960,锡业股份,17.41,2.71,38376783.0,4.01,32539167.0,3.4,5837616.0,0.61,19532752.0,2.04,-57909528.0,-6.05
002984,森麒麟,27.82,0.22,37981669.0,5.01,18800192.0,2.48,19181477.0,2.53,6198497.0,0.82,-44180167.0,-5.82
002922,伊戈尔,19.25,8.15,37963048.0,5.42,45491426.0,6.49,-7528378.0,-1.07,-12063452.0,-1.72,-25899596.0,-3.7
600675,中华企业,2.94,4.26,37917498.0,15.92,27104066.0,11.38,10813432.0,4.54,-10195169.0,-4.28,-27722330.0,-11.64
601319,中国人保,5.39,1.7,37905275.0,7.62,54483369.0,10.95,-16578094.0,-3.33,-27453290.0,-5.52,-10451986.0,-2.1
002042,华孚时尚,4.68,4.46,37857739.0,14.65,-612820.0,-0.24,38470559.0,14.88,-8093024.0,-3.13,-29764715.0,-11.52
603222,济民医疗,9.33,10.02,37848450.0,23.45,53709264.0,33.27,-15860814.0,-9.83,-21897883.0,-13.57,-15950567.0,-9.88
000617,中油资本,5.95,1.36,37111899.0,7.79,9830747.0,2.06,27281152.0,5.72,-17484525.0,-3.67,-19627374.0,-4.12
600023,浙能电力,6.29,2.11,36959396.0,5.91,8584751.0,1.37,28374645.0,4.54,-34294101.0,-5.49,-2665296.0,-0.43
688390,固德威,103.6,1.92,36944696.0,8.59,21327107.0,4.96,15617589.0,3.63,-9781870.0,-2.27,-27162825.0,-6.31
600863,内蒙华电,4.61,1.99,36784603.0,7.39,41344021.0,8.31,-4559418.0,-0.92,-20088735.0,-4.04,-16695868.0,-3.36
300063,天龙集团,4.91,5.14,36649973.0,6.87,33565714.0,6.29,3084259.0,0.58,-12631460.0,-2.37,-24018513.0,-4.5
601058,赛轮轮胎,17.06,0.06,36063675.0,7.24,13688761.0,2.75,22374914.0,4.49,37020696.0,7.44,-73084372.0,-14.68
601688,华泰证券,13.88,0.58,35562613.0,3.54,106165914.0,10.57,-70603301.0,-7.03,-30855520.0,-3.07,-4707102.0,-0.47
600016,民生银行,3.91,0.51,35482263.0,7.07,33582930.0,6.69,1899333.0,0.38,-11493020.0,-2.29,-23989243.0,-4.78
600000,浦发银行,7.94,1.79,34994870.0,8.49,1624522.0,0.39,33370348.0,8.09,7024118.0,1.7,-42018988.0,-10.19
002734,利民股份,7.97,5.98,34942274.0,15.23,42247555.0,18.41,-7305281.0,-3.18,-30574543.0,-13.33,-4367732.0,-1.9
000028,国药一致,38.16,3.89,34713696.0,13.57,12869748.0,5.03,21843948.0,8.54,304269.0,0.12,-35017966.0,-13.69
002043,兔 宝 宝,11.35,4.51,34679686.0,9.97,15436160.0,4.44,19243526.0,5.53,-18265383.0,-5.25,-16414303.0,-4.72
300627,华测导航,31.29,5.32,34573496.0,5.86,12082831.0,2.05,22490665.0,3.81,-3036692.0,-0.51,-31536804.0,-5.35
600011,华能国际,9.26,0.98,34542171.0,4.61,27689717.0,3.69,6852454.0,0.91,-27397821.0,-3.65,-7144350.0,-0.95
002223,鱼跃医疗,39.66,0.79,34382907.0,8.14,-310994.0,-0.07,34693901.0,8.22,21369934.0,5.06,-55752841.0,-13.21
002966,苏州银行,7.47,0.54,34293423.0,11.43,4763731.0,1.59,29529692.0,9.84,-25501640.0,-8.5,-8791783.0,-2.93
601619,嘉泽新能,3.76,6.52,34242157.0,8.98,15619093.0,4.1,18623064.0,4.88,-5251785.0,-1.38,-28990372.0,-7.6
300210,森远股份,11.34,7.18,34110283.0,5.55,-4871088.0,-0.79,38981371.0,6.34,-2605835.0,-0.42,-31504448.0,-5.12
000027,深圳能源,7.49,1.35,34063895.0,19.27,9633675.0,5.45,24430220.0,13.82,-9078339.0,-5.13,-24985557.0,-14.13
600019,宝钢股份,7.03,1.15,34002086.0,7.12,33661836.0,7.05,340250.0,0.07,-24827771.0,-5.2,-9174315.0,-1.92
600704,物产中大,4.92,2.5,33982476.0,8.38,36574718.0,9.02,-2592242.0,-0.64,2367181.0,0.58,-36349658.0,-8.97
002594,比亚迪,227.8,-0.15,33852800.0,1.85,-68264496.0,-3.72,102117296.0,5.57,4970512.0,0.27,-38823312.0,-2.12
600919,江苏银行,8.07,0.88,33852620.0,2.54,157618416.0,11.83,-123765796.0,-9.29,-53842938.0,-4.04,19990318.0,1.5
601288,农业银行,4.37,-0.23,33756800.0,2.64,-4988880.0,-0.39,38745680.0,3.03,-31405776.0,-2.46,-2351043.0,-0.18
688523,航天环宇,23.3,1.26,33668741.0,18.43,463990.0,0.25,33204751.0,18.18,-12988508.0,-7.11,-20680233.0,-11.32
002802,洪汇新材,11.29,10.04,33515115.0,18.11,32754971.0,17.7,760144.0,0.41,-11007217.0,-5.95,-22507898.0,-12.16
301291,明阳电气,40.27,4.6,32652902.0,13.47,12705916.0,5.24,19946986.0,8.23,11348844.0,4.68,-44001747.0,-18.15
000751,锌业股份,3.33,5.05,32640001.0,8.85,29765776.0,8.07,2874225.0,0.78,4573794.0,1.24,-37213796.0,-10.09
002668,TCL智家,11.35,7.99,32540099.0,4.15,52578828.0,6.71,-20038729.0,-2.56,-9585583.0,-1.22,-22954515.0,-2.93
600312,平高电气,15.44,1.31,32432557.0,5.87,19186522.0,3.47,13246035.0,2.4,35171789.0,6.37,-67604346.0,-12.24
002270,华明装备,21.71,0.42,32393155.0,10.31,-10232047.0,-3.26,42625202.0,13.57,24863968.0,7.92,-57257122.0,-18.23
603899,晨光股份,38.66,2.79,32344853.0,11.76,25646598.0,9.32,6698255.0,2.43,-20313831.0,-7.38,-12031021.0,-4.37
300317,珈伟新能,4.72,8.51,32284744.0,6.68,3503165.0,0.72,28781579.0,5.96,-12942711.0,-2.68,-19342033.0,-4.0
000415,渤海租赁,2.6,0.0,31890589.0,12.9,33805873.0,13.67,-1915284.0,-0.77,-18047651.0,-7.3,-13842938.0,-5.6
002128,电投能源,21.64,0.05,31860678.0,10.12,23086562.0,7.34,8774116.0,2.79,-23598017.0,-7.5,-8262662.0,-2.63
601077,渝农商行,4.69,0.21,31785432.0,12.62,25792659.0,10.24,5992773.0,2.38,-29417451.0,-11.68,-2367981.0,-0.94
601717,郑煤机,18.01,2.62,31770531.0,10.33,29188606.0,9.49,2581925.0,0.84,-10022634.0,-3.26,-21747898.0,-7.07
600797,浙大网新,5.47,2.63,31738965.0,14.24,11122518.0,4.99,20616447.0,9.25,11624018.0,5.21,-43362983.0,-19.45
000683,远兴能源,7.82,1.56,31690248.0,8.02,-2613751.0,-0.66,34303999.0,8.68,-8241837.0,-2.09,-23448411.0,-5.94
000543,皖能电力,8.42,0.84,31625101.0,9.17,8013691.0,2.32,23611410.0,6.85,-5093338.0,-1.48,-26531762.0,-7.69
300654,世纪天鸿,10.46,5.02,31463650.0,9.03,14745408.0,4.23,16718242.0,4.8,-4349177.0,-1.25,-27114473.0,-7.79
600875,东方电气,18.07,1.4,31436577.0,6.54,15053613.0,3.13,16382964.0,3.41,9420741.0,1.96,-40857317.0,-8.5
600905,三峡能源,4.74,1.07,31342126.0,5.74,23358680.0,4.27,7983446.0,1.46,4104423.0,0.75,-35446550.0,-6.49
002339,积成电子,6.92,10.02,31330886.0,5.37,68054550.0,11.67,-36723664.0,-6.29,-30800240.0,-5.28,-530646.0,-0.09
601028,玉龙股份,11.43,1.78,31063085.0,8.58,14815070.0,4.09,16248015.0,4.49,5494996.0,1.52,-36558082.0,-10.1
002602,世纪华通,4.62,1.09,30839921.0,4.99,16966675.0,2.75,13873246.0,2.25,29980193.0,4.85,-60820113.0,-9.85
002112,三变科技,9.69,5.56,30771983.0,6.64,27154056.0,5.86,3617927.0,0.78,-4894075.0,-1.06,-25877907.0,-5.59
001914,招商积余,11.54,2.67,30423708.0,10.76,3600408.0,1.27,26823300.0,9.48,11569048.0,4.09,-41992756.0,-14.85
000888,峨眉山Ａ,11.77,2.53,30237568.0,4.64,2270590.0,0.35,27966978.0,4.3,1917162.0,0.29,-32154729.0,-4.94
000777,中核科技,19.06,3.87,30027930.0,4.58,19190717.0,2.93,10837213.0,1.65,-5128156.0,-0.78,-24899774.0,-3.8
601222,林洋能源,6.93,2.97,29924695.0,7.85,755331.0,0.2,29169364.0,7.65,-12922986.0,-3.39,-17001708.0,-4.46
603345,安井食品,95.69,-0.32,29727747.0,12.22,20869992.0,8.58,8857755.0,3.64,-36245081.0,-14.9,6517334.0,2.68
003039,顺控发展,14.98,2.96,29648253.0,12.98,25989886.0,11.38,3658367.0,1.6,1649478.0,0.72,-31297730.0,-13.7
000786,北新建材,33.78,1.47,29568310.0,6.68,-3319897.0,-0.75,32888207.0,7.43,30106754.0,6.8,-59675064.0,-13.48
002507,涪陵榨菜,14.89,0.95,29538544.0,15.59,34958030.0,18.46,-5419486.0,-2.86,-14696925.0,-7.76,-14841620.0,-7.84
002017,东信和平,9.39,0.86,29253938.0,18.01,12668987.0,7.8,16584951.0,10.21,3907168.0,2.4,-33161107.0,-20.41
688516,奥特维,90.01,-3.52,29250788.0,16.63,55683.0,0.03,29195105.0,16.6,-1502037.0,-0.85,-27748751.0,-15.78
300365,恒华科技,5.58,5.08,28941694.0,12.54,7602478.0,3.3,21339216.0,9.25,17322586.0,7.51,-46264281.0,-20.05
603108,润达医疗,18.28,-0.65,28765769.0,6.29,28584062.0,6.25,181707.0,0.04,18237974.0,3.99,-47003744.0,-10.27
000060,中金岭南,4.91,0.41,28531524.0,6.64,12464570.0,2.9,16066954.0,3.74,-7978087.0,-1.86,-20553437.0,-4.78
600531,豫光金铅,7.19,1.84,28156008.0,5.19,14533913.0,2.68,13622095.0,2.51,2333325.0,0.43,-30489332.0,-5.62
601766,中国中车,7.17,0.99,28066083.0,2.16,28263507.0,2.18,-197424.0,-0.02,-31165744.0,-2.4,3099648.0,0.24
688223,晶科能源,8.02,1.01,27739681.0,6.95,5011167.0,1.25,22728514.0,5.69,8094166.0,2.03,-35833846.0,-8.97
601328,交通银行,6.94,0.73,27685170.0,4.09,1275916.0,0.19,26409254.0,3.9,-18314329.0,-2.7,-9370843.0,-1.38
002379,宏创控股,6.22,10.09,27350610.0,11.59,11775095.0,4.99,15575515.0,6.6,-11901367.0,-5.04,-15449242.0,-6.55
